food,merge
"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",
"Nuts, formulated, wheat-based, unflavored, with salt added",
"Nuts, ginkgo nuts, canned",
"Nuts, ginkgo nuts, dried",
"Nuts, ginkgo nuts, raw",
"Nuts, hazelnuts or filberts",
"Nuts, hazelnuts or filberts, blanched",
"Nuts, hazelnuts or filberts, dry roasted, without salt added",
"Nuts, hazelnuts or filberts, raw",
"Nuts, hickorynuts, dried",
"Nuts, macadamia nuts, dry roasted",
"Nuts, macadamia nuts, raw",
"Nuts, mixed nuts, dry roasted, with peanuts",
"Nuts, mixed nuts, oil roasted, with peanuts",
"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",
"Nuts, mixed nuts, oil roasted, without peanuts",
"Nuts, mixed nuts, oil roasted, without peanuts, lightly salted",
"Nuts, pecans",
"Nuts, pecans, dry roasted",
"Nuts, pecans, halves, raw",
"Nuts, pecans, oil roasted",
"Nuts, pecans, raw, halves",
"Nuts, pilinuts, dried",
"Nuts, pine nuts, dried",
"Nuts, pine nuts, pinyon, dried",
"Nuts, pine nuts, raw",
"Nuts, pistachio nuts, dry roasted",
"Nuts, pistachio nuts, raw",
"Nuts, walnuts, English, halves, raw",
"Nuts, walnuts, English, raw, halves",
"Nuts, walnuts, black, dried",
"Nuts, walnuts, dry roasted, with salt added",
"Nuts, walnuts, english",
"Nuts, walnuts, glazed",
"Oat bran, cooked",
"Oat bran, raw",
"Oat flour, partially debranned",
"Oat milk, refrigerated, unsweetened",
"Oat milk, unsweetened, plain, refrigerated",
"Oats, whole grain, rolled, old fashioned",
"Oats, whole grain, steel cut",
Oaxaca,
Octopus (Alaska Native),
"Oheloberries, raw",
"Oil, almond",
"Oil, apricot kernel",
"Oil, avocado",
"Oil, babassu",
"Oil, bearded seal (Oogruk) (Alaska Native)",
"Oil, canola",
"Oil, cocoa butter",
"Oil, coconut",
"Oil, corn",
"Oil, corn and canola",
"Oil, corn, industrial and retail, all purpose salad or cooking",
"Oil, corn, peanut, and olive",
"Oil, cottonseed, salad or cooking",
"Oil, cupu assu",
"Oil, flaxseed, cold pressed",
"Oil, flaxseed, contains added sliced flaxseed",
"Oil, grapeseed",
"Oil, hazelnut",
"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",
"Oil, industrial, canola for salads, woks and light frying",
"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",
"Oil, industrial, canola, high oleic",
"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",
"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",
"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",
"Oil, industrial, cottonseed, fully hydrogenated",
"Oil, industrial, mid-oleic, sunflower",
"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",
"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",
"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",
"Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter",
"Oil, industrial, palm kernel (hydrogenated), filling fat",
"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter",
"Oil, industrial, soy ( partially hydrogenated), all purpose",
"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",
"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings",
"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",
"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",
"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables",
"Oil, industrial, soy, fully hydrogenated",
"Oil, industrial, soy, low linolenic",
"Oil, industrial, soy, refined, for woks and light frying",
"Oil, industrial, soy, ultra low linolenic",
"Oil, mustard",
"Oil, nutmeg butter",
"Oil, oat",
"Oil, olive, extra light",
"Oil, olive, extra virgin",
"Oil, olive, salad or cooking",
"Oil, palm",
"Oil, peanut",
"Oil, peanut, salad or cooking",
"Oil, poppyseed",
"Oil, rice bran",
"Oil, safflower",
"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",
"Oil, safflower, salad or cooking, linoleic, (over 70%)",
"Oil, sesame, salad or cooking",
"Oil, sheanut",
"Oil, soybean",
"Oil, soybean lecithin",
"Oil, soybean, salad or cooking",
"Oil, soybean, salad or cooking, (partially hydrogenated)",
"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",
"Oil, spotted seal (Alaska Native)",
"Oil, sunflower",
"Oil, sunflower, high oleic (70% and over)",
"Oil, sunflower, linoleic (less than 60%)",
"Oil, sunflower, linoleic, (approx. 65%)",
"Oil, sunflower, linoleic, (partially hydrogenated)",
"Oil, teaseed",
"Oil, tomatoseed",
"Oil, ucuhuba butter",
"Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)",
"Oil, vegetable, soybean, refined",
"Oil, walnut",
"Oil, walrus (Alaska Native)",
"Oil, wheat germ",
Okara,
"Okra, cooked, boiled, drained",
"Okra, frozen, cooked, boiled, drained",
"Okra, frozen, unprepared",
"Okra, raw",
"Olive Oil, Extra Virgin",
"Olives, green, Manzanilla, stuffed with pimiento",
"Olives, green, stuffed with pimentos",
"Olives, pickled, canned or bottled, green",
"Olives, ripe, canned (jumbo-super colossal)",
"Olives, ripe, canned (small-extra large)",
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",
"Onion rings, breaded, par fried, frozen, unprepared",
"Onions, canned, solids and liquids",
"Onions, cooked, boiled, drained",
"Onions, dehydrated flakes",
"Onions, frozen, chopped, cooked, boiled, drained",
"Onions, frozen, chopped, unprepared",
"Onions, frozen, whole, cooked, boiled, drained",
"Onions, frozen, whole, unprepared",
"Onions, raw",
"Onions, red, raw",
"Onions, spring or scallions (includes tops and bulb), raw",
"Onions, sweet, raw",
"Onions, welsh, raw",
"Onions, white, raw",
"Onions, yellow, raw",
"Onions, yellow, sauteed",
"Onions, young green, tops only",
"Oopah (tunicate), whole animal (Alaska Native)",
Orange Pineapple Juice Blend,
"Orange juice, canned, unsweetened",
"Orange juice, chilled, includes from concentrate",
"Orange juice, chilled, includes from concentrate, with added calcium",
"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",
"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",
"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",
"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium",
"Orange juice, frozen concentrate, unsweetened, undiluted",
"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",
"Orange juice, no pulp, not fortified, from concentrate, refrigerated",
"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",
"Orange peel, raw",
"Orange-grapefruit juice, canned or bottled, unsweetened",
"Oranges, raw, California, valencias",
"Oranges, raw, Florida",
"Oranges, raw, all commercial varieties",
"Oranges, raw, navels",
"Oranges, raw, with peel",
"Owl, horned, flesh, raw (Alaska Native)",
Papad,
"Papaya nectar, canned",
"Papaya, canned, heavy syrup, drained",
"Papayas, raw",
"Parmesan cheese topping, fat free",
"Parsley, freeze-dried",
"Parsley, fresh",
"Parsnips, cooked, boiled, drained",
"Parsnips, raw",
"Passion-fruit juice, purple, raw",
"Passion-fruit juice, yellow, raw",
"Passion-fruit, (granadilla), purple, raw",
"Pasta mix, Italian four cheese lasagna, unprepared",
"Pasta mix, Italian lasagna, unprepared",
"Pasta mix, classic cheeseburger macaroni, unprepared",
"Pasta with Sliced Franks in Tomato Sauce, canned entree",
"Pasta, cooked, enriched",
"Pasta, cooked, unenriched",
"Pasta, dry, enriched",
"Pasta, dry, unenriched",
"Pasta, fresh-refrigerated, plain, as purchased",
"Pasta, fresh-refrigerated, plain, cooked",
"Pasta, fresh-refrigerated, spinach, as purchased",
"Pasta, fresh-refrigerated, spinach, cooked",
"Pasta, gluten-free, corn and rice flour, cooked",
"Pasta, gluten-free, corn, cooked",
"Pasta, gluten-free, corn, dry",
"Pasta, homemade, made with egg, cooked",
"Pasta, homemade, made without egg, cooked",
"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked",
"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",
"Pawpaw, peeled, seeded, raw",
"Peach nectar, canned, with added ascorbic acid",
"Peach nectar, canned, with sucralose, without added ascorbic acid",
"Peaches, canned, extra heavy syrup pack, solids and liquids",
"Peaches, canned, heavy syrup pack, solids and liquids",
"Peaches, canned, heavy syrup, drained",
"Peaches, canned, juice pack, solids and liquids",
"Peaches, canned, light syrup pack, solids and liquids",
"Peaches, canned, water pack, solids and liquids",
"Peaches, dehydrated (low-moisture), sulfured, stewed",
"Peaches, dehydrated (low-moisture), sulfured, uncooked",
"Peaches, dried, sulfured, stewed, with added sugar",
"Peaches, dried, sulfured, stewed, without added sugar",
"Peaches, dried, sulfured, uncooked",
"Peaches, frozen, sliced, sweetened",
"Peaches, raw, Region 3, n/a, Yes - Proximates,",
"Peaches, spiced, canned, heavy syrup pack, solids and liquids",
"Peaches, yellow, raw",
"Peanut butter with omega-3, creamy",
"Peanut butter, chunk style",
"Peanut butter, chunky, vitamin and mineral fortified",
"Peanut butter, creamy",
"Peanut butter, reduced sodium",
"Peanut butter, smooth style, with salt",
"Peanut butter, smooth style, without salt",
"Peanut butter, smooth, reduced fat",
"Peanut butter, smooth, vitamin and mineral fortified",
"Peanut flour, defatted",
"Peanut flour, low fat",
"Peanut spread, reduced sugar",
"Peanuts, all types, cooked, boiled, with salt",
"Peanuts, all types, dry-roasted",
"Peanuts, all types, oil-roasted",
"Peanuts, all types, raw",
"Peanuts, raw",
"Peanuts, spanish, oil-roasted",
"Peanuts, spanish, raw",
"Peanuts, valencia, oil-roasted",
"Peanuts, valencia, raw",
"Peanuts, virginia, oil-roasted",
"Peanuts, virginia, raw",
"Pear nectar, canned, with added ascorbic acid",
"Pear nectar, canned, without added ascorbic acid",
"Pear, Anjou, green, with skin, raw",
"Pear, Anjou, green, with skin, seeded, core removed, raw",
"Pears, asian, raw",
"Pears, canned, extra heavy syrup pack, solids and liquids",
"Pears, canned, heavy syrup pack, solids and liquids",
"Pears, canned, heavy syrup, drained",
"Pears, canned, juice pack, solids and liquids",
"Pears, canned, light syrup pack, solids and liquids",
"Pears, canned, water pack, solids and liquids",
"Pears, dried, sulfured, stewed, with added sugar",
"Pears, dried, sulfured, stewed, without added sugar",
"Pears, dried, sulfured, uncooked",
"Pears, raw",
"Pears, raw, bartlett",
"Pears, raw, red anjou",
"Peas and carrots, canned, no salt added, solids and liquids",
"Peas and carrots, canned, regular pack, solids and liquids",
"Peas and carrots, frozen, cooked, boiled, drained",
"Peas and carrots, frozen, unprepared",
"Peas and onions, canned, solids and liquids",
"Peas and onions, frozen, cooked, boiled, drained",
"Peas and onions, frozen, unprepared",
"Peas, edible-podded, boiled, drained, without salt",
"Peas, edible-podded, cooked, boiled, drained, with salt",
"Peas, edible-podded, frozen, cooked, boiled, drained",
"Peas, edible-podded, frozen, unprepared",
"Peas, edible-podded, raw",
"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",
"Peas, green, canned, drained solids, rinsed in tap water",
"Peas, green, canned, no salt added, drained solids",
"Peas, green, canned, no salt added, solids and liquids",
"Peas, green, canned, regular pack, solids and liquids",
"Peas, green, canned, seasoned, solids and liquids",
"Peas, green, cooked, boiled, drained",
"Peas, green, frozen, cooked, boiled, drained",
"Peas, green, raw",
"Peas, green, split, mature seeds, raw",
"Peas, green, sweet, canned, sodium added, sugar added",
"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",
"Peas, mature seeds, sprouted, cooked, boiled, drained",
"Peas, mature seeds, sprouted, raw",
"Peas, split, mature seeds, cooked, boiled",
"Pepeao, dried",
"Pepper, banana, raw",
"Peppermint, fresh",
"Peppers, ancho, dried",
"Peppers, bell, green, raw",
"Peppers, bell, orange, raw",
"Peppers, bell, orange, raw, mini",
"Peppers, bell, red, raw",
"Peppers, bell, red, raw, mini",
"Peppers, bell, yellow, raw",
"Peppers, bell, yellow, raw, mini",
"Peppers, chili, green, canned",
"Peppers, hot chile, sun-dried",
"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",
"Peppers, hot chili, green, raw",
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",
"Peppers, hot chili, red, raw",
"Peppers, hot pickled, canned",
"Peppers, hungarian, raw",
"Peppers, jalapeno, canned, solids and liquids",
"Peppers, jalapeno, raw",
"Peppers, pasilla, dried",
"Peppers, serrano, raw",
"Peppers, sweet, green, canned, solids and liquids",
"Peppers, sweet, green, cooked, boiled, drained",
"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",
"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",
"Peppers, sweet, green, frozen, chopped, unprepared",
"Peppers, sweet, green, raw",
"Peppers, sweet, green, sauteed",
"Peppers, sweet, red, canned, solids and liquids",
"Peppers, sweet, red, cooked, boiled, drained",
"Peppers, sweet, red, freeze-dried",
"Peppers, sweet, red, frozen, chopped, boiled, drained",
"Peppers, sweet, red, frozen, chopped, unprepared",
"Peppers, sweet, red, raw",
"Peppers, sweet, red, sauteed",
"Peppers, sweet, yellow, raw",
"Persimmons, japanese, dried",
"Persimmons, japanese, raw",
"Persimmons, native, raw",
"Pickle relish, hamburger",
"Pickle relish, hot dog",
"Pickle relish, sweet",
"Pickles, Kosher dill",
"Pickles, chowchow, with cauliflower onion mustard, sweet",
"Pickles, cucumber, dill or kosher dill",
"Pickles, cucumber, dill, reduced sodium",
"Pickles, cucumber, sour",
"Pickles, cucumber, sour, low sodium",
"Pickles, cucumber, sweet (includes bread and butter pickles)",
"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",
"Pigeon peas (red gram), mature seeds, cooked, boiled",
"Pigeon peas (red gram), mature seeds, raw",
"Pigeonpeas, immature seeds, cooked, boiled, drained",
"Pigeonpeas, immature seeds, raw",
"Piki bread, made from blue cornmeal (Hopi)",
"Pimento, canned",
"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",
"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",
"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",
"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water",
"Pineapple juice, frozen concentrate, unsweetened, undiluted",
"Pineapple, canned, extra heavy syrup pack, solids and liquids",
"Pineapple, canned, heavy syrup pack, solids and liquids",
"Pineapple, canned, juice pack, drained",
"Pineapple, canned, juice pack, solids and liquids",
"Pineapple, canned, light syrup pack, solids and liquids",
"Pineapple, canned, water pack, solids and liquids",
"Pineapple, frozen, chunks, sweetened",
"Pineapple, raw",
"Pineapple, raw, all varieties",
"Pineapple, raw, extra sweet variety",
"Pineapple, raw, traditional varieties",
"Pinon Nuts, roasted (Navajo)",
"Pistachio nuts, raw",
"Pitanga, (surinam-cherry), raw",
"Pizza rolls, frozen, unprepared",
"Plantains, black, overripe, peeled, raw",
"Plantains, green, boiled",
"Plantains, green, fried",
